,id,raw_name,depth_ordering_rank,crop,header_id,num_mask_points,xmin,ymin,xmax,ymax,width,height,coco_label
10051,60,chair,61,1,20663,24,30,479,198,662,168,183,chair
10052,63,chair,64,1,20663,15,2,659,248,801,246,142,chair
10053,64,table,65,0,20663,37,0,795,370,1315,370,520,dining table
10054,66,plate,67,0,20663,18,87,806,211,840,124,34,plate
10055,72,plate,73,0,20663,15,980,982,1083,1036,103,54,plate
10056,78,spoon,79,0,20663,15,1495,1095,1667,1118,172,23,spoon
10057,80,fork,81,0,20663,18,1434,1241,1716,1302,282,61,fork
10058,83,table,84,0,20663,40,68,986,1838,1390,1770,404,dining table
10059,86,plate,87,0,20663,21,394,1158,618,1239,224,81,plate
10060,87,fork,88,0,20663,19,331,1251,554,1367,223,116,fork
10061,90,fork,91,0,20663,16,388,1059,593,1083,205,24,fork
10062,7,chair,8,1,20664,20,1349,1005,1748,1243,399,238,chair
10063,8,chair,9,1,20664,16,880,924,1145,1161,265,237,chair
10064,15,table,16,0,20664,27,0,1078,2025,1536,2025,458,dining table
10065,17,bowl,18,0,20664,19,1723,738,1943,865,220,127,bowl
10066,22,bottle,23,0,20664,15,857,423,924,562,67,139,bottle
10067,7,table,8,0,20665,41,411,1227,1220,2037,809,810,dining table
10068,9,chair,10,1,20665,20,310,1122,672,1559,362,437,chair
10069,10,chair,11,1,20665,27,254,1162,679,1990,425,828,chair
10070,12,chair,13,1,20665,24,1076,1138,1283,1941,207,803,chair
10071,13,chair,14,0,20665,46,602,1271,1092,2200,490,929,chair
10072,10,chair,11,1,20666,24,952,1104,1139,1589,187,485,chair
10073,11,chair,12,1,20666,27,381,1139,567,1826,186,687,chair
10074,12,chair,13,1,20666,34,546,1286,1010,2160,464,874,chair
10075,13,chair,14,0,20666,41,982,1223,1453,1997,471,774,chair
10076,14,table,15,0,20666,30,509,1253,1295,1645,786,392,dining table
10077,7,chair,8,1,20667,19,713,805,943,1007,230,202,chair
10078,8,chair,9,1,20667,25,404,819,655,1044,251,225,chair
10079,9,table,10,1,20667,46,239,997,1391,1536,1152,539,dining table
10080,10,chair,11,1,20667,29,1256,909,1705,1536,449,627,chair
10081,11,chair,12,0,20667,29,696,933,1332,1536,636,603,chair
10082,12,chair,13,1,20667,29,138,1178,551,1536,413,358,chair
10083,8,chair,8,1,20668,18,8,99,85,223,77,124,chair
10084,9,chair,9,1,20668,21,29,103,117,225,88,122,chair
10085,11,chair,11,0,20668,22,105,106,199,225,94,119,chair
10086,12,table,12,1,20668,16,52,108,200,225,148,117,dining table
10087,12,chair,13,0,20669,52,1544,1009,1918,1764,374,755,chair
10088,13,chair,14,1,20669,55,19,1001,442,1774,423,773,chair
10089,14,chair,15,1,20669,45,613,1121,1036,1774,423,653,chair
10090,15,chair,16,1,20669,67,1059,1116,1539,1774,480,658,chair
10091,16,table,17,0,20669,118,296,1073,1674,1774,1378,701,dining table
10092,10,plate,11,0,20670,15,1238,285,1336,387,98,102,plate
10093,13,vase,14,0,20670,43,858,650,1005,870,147,220,vase
10094,20,chair,21,0,20670,80,1162,669,1557,1199,395,530,chair
10095,22,table,23,0,20670,89,320,790,1440,1199,1120,409,dining table
10096,23,chair,24,0,20670,57,162,675,546,1199,384,524,chair
10097,30,plate,31,1,20670,26,663,506,779,619,116,113,plate
10098,7,chair,8,1,20671,15,132,925,268,1184,136,259,chair
10099,8,chair,9,1,20671,16,7,940,192,1174,185,234,chair
10100,12,plate,13,0,20671,17,341,913,592,955,251,42,plate
10101,19,vase,20,0,20671,34,405,956,568,1253,163,297,vase
10102,20,chair,21,1,20671,16,664,904,914,1128,250,224,chair
10103,21,chair,22,1,20671,25,960,953,1108,1599,148,646,chair
10104,22,chair,23,1,20671,26,756,1043,1024,1599,268,556,chair
10105,25,table,26,0,20671,40,206,1099,925,1599,719,500,dining table
10106,14,window,15,0,20672,29,1757,315,1941,802,184,487,window
10107,21,chair,22,1,20672,45,580,749,798,1205,218,456,chair
10108,22,chair,23,1,20672,39,950,732,1196,1117,246,385,chair
10109,23,chair,24,1,20672,43,1360,739,1515,1077,155,338,chair
10110,24,chair,25,0,20672,62,1100,802,1427,1272,327,470,chair
10111,25,chair,26,0,20672,55,727,836,1048,1334,321,498,chair
10112,26,chair,27,0,20672,65,328,821,670,1317,342,496,chair
10113,27,table,28,1,20672,109,422,815,1477,1224,1055,409,dining table
10114,29,chair,30,1,20672,29,1414,957,1729,1523,315,566,chair
10115,34,plant pot,35,0,20672,16,1712,1008,1788,1129,76,121,potted plant
10116,34,chair,35,1,20673,34,1674,658,1876,1206,202,548,chair
10117,35,chair,36,1,20673,26,1065,625,1281,750,216,125,chair
10118,36,chair,37,1,20673,36,748,625,977,1198,229,573,chair
10119,37,chair,38,0,20673,59,263,672,754,1377,491,705,chair
10120,38,chair,39,0,20673,45,788,788,1300,1477,512,689,chair
10121,39,chair,40,0,20673,53,1206,764,1775,1477,569,713,chair
10122,40,table,41,1,20673,39,577,760,1766,1055,1189,295,dining table
10123,58,plate,59,1,20673,18,606,836,817,880,211,44,plate
10124,13,window,14,0,20674,47,98,238,661,782,563,544,window
10125,16,window,17,0,20674,21,994,222,1265,732,271,510,window
10126,17,mirror,18,0,20674,39,1324,215,1629,608,305,393,mirror
10127,22,chair,22,1,20674,50,1616,846,1926,1534,310,688,chair
10128,23,table,23,1,20674,22,1746,1023,2045,1534,299,511,dining table
10129,25,chair,25,1,20674,15,983,639,1135,785,152,146,chair
10130,26,chair,26,1,20674,38,911,656,1310,1225,399,569,chair
10131,27,chair,27,0,20674,60,889,721,1336,1361,447,640,chair
10132,28,chair,28,1,20674,26,415,606,592,865,177,259,chair
10133,29,chair,29,1,20674,42,245,640,521,1135,276,495,chair
10134,30,chair,30,1,20674,60,358,664,744,1205,386,541,chair
10135,31,chair,31,1,20674,56,473,688,844,1300,371,612,chair
10136,32,table,32,0,20674,94,348,711,1357,1337,1009,626,dining table
10137,13,chair,14,1,20675,23,1044,1018,1149,1353,105,335,chair
10138,14,chair,15,1,20675,45,836,1018,1095,1447,259,429,chair
10139,15,chair,16,1,20675,66,450,1045,841,1597,391,552,chair
10140,18,chair,19,1,20675,41,294,1028,516,1407,222,379,chair
10141,19,table,20,0,20675,55,424,1023,1002,1352,578,329,dining table
10142,16,window,17,0,20676,23,1348,712,1638,973,290,261,window
10143,17,window,18,0,20676,39,681,721,949,871,268,150,window
10144,21,chair,22,1,20676,46,809,731,1097,1213,288,482,chair
10145,22,chair,23,1,20676,33,1069,747,1265,1190,196,443,chair
10146,24,table,25,1,20676,23,626,865,1143,1221,517,356,dining table
10147,25,chair,26,1,20676,25,779,765,944,985,165,220,chair
10148,11,chair,12,1,20677,31,1091,797,1349,1210,258,413,chair
10149,12,chair,13,0,20677,49,1124,952,1463,1481,339,529,chair
10150,13,chair,14,0,20677,30,627,964,1121,1536,494,572,chair
10151,19,table,20,0,20677,57,673,876,1433,1497,760,621,dining table
10152,23,vase,24,0,20677,19,1541,893,1619,1003,78,110,vase
10153,33,plate,34,0,20677,30,1075,487,1180,594,105,107,plate
10154,34,plate,35,0,20677,25,1218,485,1322,590,104,105,plate
10155,39,bottle,40,0,20677,20,1055,372,1101,470,46,98,bottle
10156,12,door,13,0,20678,26,1329,7,1727,842,398,835,door
10157,15,chair,16,1,20678,25,877,553,1093,625,216,72,chair
10158,18,chair,19,1,20678,21,454,608,601,739,147,131,chair
10159,19,chair,20,1,20678,20,2,751,258,1002,256,251,chair
10160,20,chair,21,1,20678,31,1194,655,1361,1091,167,436,chair
10161,21,chair,22,1,20678,33,1176,798,1534,1152,358,354,chair
10162,22,table,23,0,20678,24,2,608,1234,1152,1232,544,dining table
10163,23,plate,24,0,20678,18,921,851,1075,916,154,65,plate
10164,24,plate,25,0,20678,16,871,837,1119,941,248,104,plate
10165,25,plate,26,0,20678,19,463,963,655,1057,192,94,plate
10166,26,plate,27,0,20678,22,396,947,705,1093,309,146,plate
10167,27,plate,28,0,20678,15,321,822,464,876,143,54,plate
10168,28,plate,29,0,20678,18,276,810,511,895,235,85,plate
10169,32,plate,33,0,20678,18,1007,661,1165,701,158,40,plate
10170,35,bottle,36,0,20678,47,786,490,876,732,90,242,bottle
10171,41,fork,42,0,20678,19,908,938,1121,983,213,45,fork
10172,42,fork,43,0,20678,17,281,966,425,1091,144,125,fork
10173,8,window,9,0,20679,23,0,357,641,1211,641,854,window
10174,12,chair,13,1,20679,22,989,994,1302,1703,313,709,chair
10175,13,chair,14,1,20679,47,549,1003,1073,1847,524,844,chair
10176,14,table,15,0,20679,43,0,1033,1337,1812,1337,779,dining table
10177,19,chair,20,1,20680,16,1444,808,1624,1083,180,275,chair
10178,21,chair,22,1,20680,17,994,821,1205,1062,211,241,chair
10179,22,chair,23,1,20680,30,926,838,1205,1297,279,459,chair
10180,23,table,24,0,20680,25,1007,889,1461,1335,454,446,dining table
10181,24,chair,25,0,20680,31,1177,873,1419,1378,242,505,chair
10182,18,window,19,0,20681,88,748,541,1204,746,456,205,window
10183,21,chair,22,1,20681,23,909,555,1014,654,105,99,chair
10184,22,chair,23,1,20681,36,1039,574,1190,966,151,392,chair
10185,23,chair,24,1,20681,51,883,593,1172,1025,289,432,chair
10186,25,chair,26,1,20681,40,557,579,691,1018,134,439,chair
10187,26,chair,27,1,20681,53,653,626,964,1025,311,399,chair
10188,27,table,28,0,20681,62,545,649,1127,1025,582,376,dining table
10189,33,mirror,34,0,20681,24,448,308,500,480,52,172,mirror
10190,7,window,8,0,20682,34,1295,236,1992,977,697,741,window
10191,13,chair,14,1,20682,30,833,744,1037,903,204,159,chair
10192,14,chair,15,0,20682,58,523,754,899,1320,376,566,chair
10193,15,chair,16,0,20682,19,1281,804,1579,1217,298,413,chair
10194,16,chair,17,0,20682,57,874,830,1369,1475,495,645,chair
10195,17,table,18,0,20682,41,584,890,1079,1378,495,488,dining table
10196,27,plate,28,1,20682,33,1712,1073,2005,1179,293,106,plate
10197,31,mirror,32,0,20682,24,620,103,913,451,293,348,mirror
10198,9,refrigerator,10,1,20683,23,1232,194,1475,761,243,567,refrigerator
10199,12,window,13,0,20683,16,688,131,905,465,217,334,window
10200,54,mirror,54,0,20683,32,164,238,402,553,238,315,mirror
10201,55,chair,55,1,20683,29,251,491,372,591,121,100,chair
10202,57,chair,57,1,20683,51,156,522,249,952,93,430,chair
10203,58,chair,58,1,20683,61,209,546,316,1040,107,494,chair
10204,59,chair,59,1,20683,88,270,582,551,1190,281,608,chair
10205,60,chair,60,1,20683,42,526,502,617,621,91,119,chair
10206,61,chair,61,1,20683,29,617,524,714,656,97,132,chair
10207,62,chair,62,1,20683,48,544,551,848,939,304,388,chair
10208,63,chair,63,0,20683,86,555,630,890,1199,335,569,chair
10209,65,vase,65,0,20683,20,425,555,514,659,89,104,vase
10210,67,table,67,0,20683,46,288,573,911,1199,623,626,dining table
10211,0,table,1,0,23260,16,336,322,639,479,303,157,dining table
10212,3,chair,4,0,23260,32,81,46,196,314,115,268,chair
10213,10,chair,11,1,23261,37,242,176,415,404,173,228,chair
10214,11,chair,12,1,23261,33,315,150,438,354,123,204,chair
10215,12,chair,13,1,23261,24,400,127,460,311,60,184,chair
10216,15,chair,16,1,23261,30,94,136,211,324,117,188,chair
10217,16,chair,17,0,23261,45,22,219,220,467,198,248,chair
10218,18,table,19,0,23261,15,84,129,423,403,339,274,dining table
10219,29,window,30,0,23261,15,0,1,70,282,70,281,window
10220,4,window,5,0,23262,16,539,28,640,240,101,212,window
10221,11,table,12,0,23262,73,247,267,477,469,230,202,dining table
10222,13,chair,14,1,23262,18,239,254,288,301,49,47,chair
10223,14,chair,15,0,23262,58,236,300,377,480,141,180,chair
10224,15,chair,16,1,23262,59,378,277,515,474,137,197,chair
10225,22,vase,23,0,23262,15,98,103,121,141,23,38,vase
10226,23,plate,24,0,23262,22,120,97,144,140,24,43,plate
10227,24,plate,25,0,23262,19,146,99,178,135,32,36,plate
10228,25,vase,26,0,23262,17,187,97,209,133,22,36,vase
10229,29,vase,30,0,23262,17,137,150,158,188,21,38,vase
10230,30,vase,31,0,23262,15,159,148,182,186,23,38,vase
10231,31,vase,32,0,23262,26,113,210,138,261,25,51,vase
10232,32,vase,33,0,23262,25,195,197,215,242,20,45,vase
10233,34,vase,35,0,23262,17,362,269,391,303,29,34,vase
10234,9,table,10,0,23263,155,55,317,734,623,679,306,dining table
10235,11,chair,12,0,23263,81,792,366,947,603,155,237,chair
10236,12,chair,13,1,23263,54,721,333,831,521,110,188,chair
10237,14,chair,15,1,23263,17,524,305,566,343,42,38,chair
10238,18,clock,19,1,23263,32,227,213,271,298,44,85,clock
10239,46,bowl,47,0,23263,15,378,355,430,377,52,22,bowl
10240,16,table,17,1,23264,46,208,286,424,391,216,105,dining table
10241,17,chair,18,1,23264,18,290,306,354,380,64,74,chair
10242,18,chair,19,1,23264,31,365,329,452,474,87,145,chair
10243,21,chair,22,1,23264,24,635,364,716,538,81,174,chair
10244,22,chair,23,0,23264,37,506,409,649,599,143,190,chair
10245,23,chair,24,0,23264,44,275,375,405,577,130,202,chair
10246,24,table,25,0,23264,58,326,343,664,551,338,208,dining table
10247,25,chair,26,1,23264,32,187,289,253,398,66,109,chair
10248,28,chair,29,1,23264,18,151,270,188,358,37,88,chair
10249,5,chair,6,1,23265,46,52,522,388,1024,336,502,chair
10250,7,table,8,0,23265,47,120,500,767,1024,647,524,dining table
10251,37,chair,38,1,23266,52,329,430,481,748,152,318,chair
10252,38,chair,39,0,23266,55,431,423,606,710,175,287,chair
10253,39,chair,40,0,23266,67,538,413,709,677,171,264,chair
10254,1,chair,2,1,23267,39,870,324,1023,754,153,430,chair
10255,2,chair,3,1,23267,23,470,722,847,768,377,46,chair
10256,3,chair,4,1,23267,72,1,334,314,768,313,434,chair
10257,7,table,8,0,23267,21,1,166,144,335,143,169,dining table
10258,9,chair,10,1,23267,19,165,231,211,349,46,118,chair
10259,10,chair,11,1,23267,24,817,220,906,326,89,106,chair
10260,11,table,12,0,23267,39,300,257,886,767,586,510,dining table
10261,12,person,13,1,23267,34,141,240,314,645,173,405,person
10262,13,person,14,1,23267,42,229,134,387,433,158,299,person
10263,14,person,15,1,23267,73,611,223,911,633,300,410,person
10264,15,person,16,1,23267,67,586,160,782,431,196,271,person
10265,16,sofa,17,0,23267,36,331,145,707,285,376,140,couch
10266,17,sofa,18,1,23267,30,554,35,792,169,238,134,couch
10267,24,bowl,25,0,23267,15,325,430,414,501,89,71,bowl
10268,27,bowl,28,0,23267,17,671,426,769,490,98,64,bowl
10269,30,bowl,31,0,23267,18,612,305,688,354,76,49,bowl
10270,32,bottle,33,0,23267,18,411,288,445,427,34,139,bottle
10271,35,bowl,36,0,23267,16,348,288,413,337,65,49,bowl
10272,38,vase,39,0,23267,21,477,223,504,294,27,71,vase
10273,7,table,8,0,23268,29,212,451,585,759,373,308,dining table
10274,9,chair,10,1,23268,44,532,482,643,711,111,229,chair
10275,10,chair,11,1,23268,43,199,463,318,689,119,226,chair
10276,11,chair,12,0,23268,43,304,569,472,768,168,199,chair
10277,4,sofa,5,1,23269,56,284,340,841,621,557,281,couch
10278,10,table,11,0,23269,54,116,444,600,767,484,323,dining table
10279,12,vase,13,0,23269,21,166,113,204,192,38,79,vase
10280,14,vase,15,0,23269,16,376,416,411,481,35,65,vase
10281,19,plate,20,0,23269,18,430,506,502,535,72,29,plate
10282,21,plate,22,0,23269,17,274,522,338,546,64,24,plate
10283,4,window,5,0,23270,16,5,5,236,1286,231,1281,window
10284,9,window,10,0,23270,21,354,97,759,912,405,815,window
10285,13,sofa,14,0,23270,30,12,778,479,1440,467,662,couch
10286,14,chair,15,1,23270,50,493,701,738,1309,245,608,chair
10287,15,chair,16,0,23270,33,636,775,1160,1445,524,670,chair
10288,16,table,17,0,23270,39,362,867,975,1443,613,576,dining table
10289,6,bottle,7,0,23271,15,909,300,937,403,28,103,bottle
10290,15,chair,16,0,23271,51,474,316,855,768,381,452,chair
10291,17,person,18,0,23271,59,440,368,671,743,231,375,person
10292,18,chair,19,0,23271,15,260,330,338,461,78,131,chair
10293,19,table,20,0,23271,69,166,459,500,735,334,276,dining table
10294,21,person,22,0,23271,102,2,88,457,768,455,680,person
10295,1,chair,2,1,23272,44,15,61,372,493,357,432,chair
10296,2,chair,3,1,23272,44,536,64,891,481,355,417,chair
10297,3,chair,4,0,23272,46,596,154,1020,712,424,558,chair
10298,4,chair,5,0,23272,45,43,183,506,757,463,574,chair
10299,5,table,6,0,23272,26,165,139,843,702,678,563,dining table
10300,6,plate,7,0,23272,18,575,166,718,210,143,44,plate
10301,8,plate,9,0,23272,20,327,179,477,219,150,40,plate
10302,10,plate,11,0,23272,18,311,138,423,174,112,36,plate
10303,11,plate,12,0,23272,15,335,142,419,160,84,18,plate
10304,17,plant pot,18,0,23272,16,524,128,558,187,34,59,potted plant
10305,3,table,4,1,23273,26,473,378,650,496,177,118,dining table
10306,4,table,5,0,23273,28,351,407,570,582,219,175,dining table
10307,5,chair,6,0,23273,20,186,407,392,725,206,318,chair
10308,6,chair,7,0,23273,23,381,482,593,767,212,285,chair
10309,7,chair,8,0,23273,20,606,447,841,765,235,318,chair
10310,8,chair,9,1,23273,15,624,385,803,543,179,158,chair
10311,9,chair,10,1,23273,17,1,401,189,684,188,283,chair
10312,2,bed,3,0,140,36,29,67,515,448,486,381,bed
10313,11,desk,12,1,140,16,430,332,599,450,169,118,desk
10314,14,person,15,0,140,75,190,205,465,450,275,245,person
10315,9,chair,10,1,7356,25,46,100,103,215,57,115,chair
10316,4,desk,5,0,7357,19,108,165,214,274,106,109,desk
10317,8,bed,9,1,7358,27,30,127,172,209,142,82,bed
10318,9,bed,10,1,7358,29,0,147,170,245,170,98,bed
10319,5,table,6,1,7359,30,2,308,113,525,111,217,dining table
10320,6,bed,7,0,7359,19,151,215,451,451,300,236,bed
10321,9,chair,10,1,7359,19,359,445,496,603,137,158,chair
10322,4,bed,5,1,7360,20,100,53,207,151,107,98,bed
10323,5,person,6,1,7360,24,148,80,182,141,34,61,person
10324,6,chair,7,1,7360,19,150,103,185,144,35,41,chair
10325,10,television,11,0,7360,16,3,73,64,134,61,61,tv
10326,14,chair,15,1,7360,15,186,137,234,192,48,55,chair
10327,15,person,16,0,7360,55,145,81,236,189,91,108,person
10328,3,bed,4,1,7361,15,2,129,213,214,211,85,bed
10329,5,bed,6,1,7361,26,0,135,394,299,394,164,bed
10330,10,chair,11,1,7363,24,124,100,208,227,84,127,chair
10331,11,table,12,0,7363,20,42,108,256,290,214,182,dining table
10332,12,chair,13,0,7363,32,9,108,124,282,115,174,chair
10333,5,desk,6,1,7364,21,60,162,122,249,62,87,desk
10334,6,bed,7,1,7364,16,101,158,204,299,103,141,bed
10335,7,person,8,0,7364,54,11,111,87,258,76,147,person
10336,8,desk,9,0,7365,18,8,179,157,300,149,121,desk
10337,9,chair,10,0,7365,37,79,192,153,300,74,108,chair
10338,16,chair,17,0,7366,24,109,160,167,239,58,79,chair
10339,9,bed,10,1,7367,20,0,168,145,265,145,97,bed
10340,5,bed,6,0,7368,38,16,98,367,598,351,500,bed
10341,10,bed,11,0,7369,28,117,126,321,268,204,142,bed
10342,13,bed,14,1,7370,65,2,256,413,444,411,188,bed
10343,15,person,16,0,7370,71,145,134,329,442,184,308,person
10344,7,chair,8,0,7371,31,426,386,576,532,150,146,chair
10345,8,bed,9,0,7372,27,231,110,377,254,146,144,bed
10346,9,desk,10,0,7372,17,84,137,152,253,68,116,desk
10347,10,chair,11,1,7372,29,97,139,160,255,63,116,chair
10348,13,person,14,1,7372,29,83,110,134,197,51,87,person
10349,2,person,3,1,7373,41,151,109,261,227,110,118,person
10350,11,person,12,0,7373,32,71,70,149,174,78,104,person
10351,12,person,13,0,7373,27,142,61,206,160,64,99,person
10352,5,bed,6,1,7374,16,320,345,620,504,300,159,bed
10353,9,chair,10,0,7374,22,169,363,285,503,116,140,chair
10354,9,desk,9,0,7375,18,1116,1294,1646,1960,530,666,desk
10355,11,backpack,11,0,7375,36,682,1574,988,1944,306,370,backpack
10356,14,bed,14,1,7375,32,0,1297,916,2199,916,902,bed
10357,6,bed,7,0,7376,60,605,411,1022,767,417,356,bed
10358,7,bed,8,1,7376,40,75,375,447,768,372,393,bed
10359,12,bed,13,0,7377,126,706,418,2066,1550,1360,1132,bed
10360,16,window,17,0,7377,16,1624,1,2199,454,575,453,window
10361,18,desk,19,1,7377,39,273,903,1444,1649,1171,746,desk
10362,25,chair,26,1,7377,37,212,1006,707,1649,495,643,chair
10363,8,door,9,1,7378,65,328,116,529,553,201,437,door
10364,9,bed,10,1,7378,43,595,399,817,734,222,335,bed
10365,13,desk,14,0,7378,20,0,372,247,765,247,393,desk
10366,15,backpack,16,1,7378,24,226,568,315,705,89,137,backpack
10367,16,chair,17,0,7378,60,202,515,438,767,236,252,chair
10368,17,person,18,0,7378,89,400,181,508,631,108,450,person
10369,18,person,19,0,7378,90,490,164,610,628,120,464,person
10370,28,desk,29,1,7379,28,323,732,689,948,366,216,desk
10371,32,bed,33,0,7379,52,704,720,1391,1162,687,442,bed
10372,37,desk,38,1,7379,39,1331,762,2047,1062,716,300,desk
10373,58,chair,59,0,7379,69,383,845,825,1388,442,543,chair
10374,60,suitcase,61,1,7379,28,577,1274,1240,1534,663,260,suitcase
10375,5,bed,6,1,7380,35,796,427,1531,838,735,411,bed
10376,8,bed,9,0,7380,27,0,561,793,1198,793,637,bed
10377,3,bed,4,1,7382,50,0,361,921,1530,921,1169,bed
10378,10,chair,11,0,7382,46,1056,364,1629,1229,573,865,chair
10379,12,bed,13,0,7383,68,820,296,1597,1196,777,900,bed
10380,13,chair,14,0,7383,49,973,615,1499,1200,526,585,chair
10381,14,bed,15,0,7383,15,1,653,724,1200,723,547,bed
10382,15,desk,16,1,7383,41,286,537,1123,1200,837,663,desk
10383,4,bed,5,0,7384,51,314,653,1044,1473,730,820,bed
10384,10,desk,11,1,7384,21,833,719,1197,1383,364,664,desk
10385,16,chair,17,1,7384,18,607,1271,941,1596,334,325,chair
10386,3,bed,4,1,7385,57,472,443,2198,1649,1726,1206,bed
10387,1,desk,2,0,7386,16,0,768,948,1538,948,770,desk
10388,2,chair,3,1,7386,26,695,818,1029,1321,334,503,chair
10389,8,bed,9,1,7388,23,253,529,1534,1021,1281,492,bed
10390,4,bed,5,0,7389,34,347,4,1406,997,1059,993,bed
10391,5,person,6,1,7389,53,546,244,852,997,306,753,person
10392,10,desk,11,0,7390,86,784,838,2199,1493,1415,655,desk
10393,12,bottle,13,0,7390,18,1052,885,1089,975,37,90,bottle
10394,14,backpack,15,0,7390,32,1011,831,1252,972,241,141,backpack
10395,15,bottle,16,0,7390,15,1569,785,1620,931,51,146,bottle
10396,16,laptop,17,1,7390,17,1266,724,1535,950,269,226,laptop
10397,4,chair,5,1,7391,16,682,1311,940,1715,258,404,chair
10398,6,window,7,0,7391,25,699,271,1376,1361,677,1090,window
10399,10,desk,11,0,7391,18,1261,1297,1598,1547,337,250,desk
10400,12,refrigerator,12,1,7391,18,1543,872,1646,2199,103,1327,refrigerator
10401,13,bed,13,1,7391,49,1143,1448,1587,2199,444,751,bed
10402,16,mirror,16,0,7391,17,1523,1204,1606,1347,83,143,mirror
10403,17,backpack,17,0,7391,22,935,1523,1152,1714,217,191,backpack
10404,26,bed,24,1,7391,31,0,1688,497,2197,497,509,bed
10405,27,backpack,25,0,7391,27,2,1692,292,1862,290,170,backpack
10406,2,desk,3,0,7392,23,1159,0,2199,1464,1040,1464,desk
10407,20,bed,21,0,7392,16,0,804,944,1463,944,659,bed
10408,3,bed,4,0,7393,32,684,727,1509,1533,825,806,bed
10409,8,suitcase,9,0,7393,39,841,697,1143,925,302,228,suitcase
10410,15,chair,16,0,7393,39,293,784,693,1311,400,527,chair
10411,7,bed,8,0,7394,27,376,433,1014,767,638,334,bed
10412,1,bed,2,1,7396,119,525,671,1910,1515,1385,844,bed
10413,2,chair,3,1,7396,52,858,1032,1686,1648,828,616,chair
10414,3,person,4,1,7396,117,647,553,1419,1511,772,958,person
10415,4,desk,5,1,7396,46,1,904,901,1647,900,743,desk
10416,6,mouse,7,1,7396,19,626,942,747,993,121,51,mouse
10417,7,bowl,8,1,7396,19,497,1104,752,1286,255,182,bowl
10418,3,desk,4,1,7397,17,492,507,995,913,503,406,desk
10419,5,chair,6,0,7397,53,908,521,1305,993,397,472,chair
10420,1,bed,2,1,7398,42,0,450,675,1196,675,746,bed
10421,2,bottle,3,0,7398,15,627,662,692,828,65,166,bottle
10422,3,desk,4,0,7398,95,565,301,1535,1199,970,898,desk
10423,4,person,5,1,7398,52,1019,697,1520,1189,501,492,person
10424,5,chair,6,1,7398,15,1015,1123,1599,1199,584,76,chair
10425,20,scissors,21,1,7398,17,855,657,910,724,55,67,scissors
10426,5,window,6,0,7399,23,140,46,459,311,319,265,window
10427,16,chair,17,0,7399,36,359,682,718,1075,359,393,chair
10428,17,bed,18,1,7399,19,0,822,442,1596,442,774,bed
10429,22,bed,23,1,7399,34,1009,684,1199,1361,190,677,bed
10430,2,suitcase,3,0,7400,24,669,443,813,681,144,238,suitcase
10431,3,chair,4,0,7400,36,754,490,967,828,213,338,chair
10432,4,table,5,0,7400,23,905,485,1248,855,343,370,dining table
10433,11,chair,12,1,7400,18,2,492,168,824,166,332,chair
10434,12,bed,13,0,7400,19,97,542,683,958,586,416,bed
10435,13,backpack,14,0,7400,21,368,656,636,822,268,166,backpack
10436,6,desk,7,0,7401,34,422,490,929,1023,507,533,desk
10437,20,chair,21,0,7401,39,3,502,362,1009,359,507,chair
10438,1,window,2,1,7402,34,196,173,1033,1165,837,992,window
10439,2,door,3,0,7402,17,1009,0,1649,2199,640,2199,door
10440,4,bed,5,1,7402,60,0,972,999,1723,999,751,bed
10441,5,chair,6,0,7402,51,3,1306,579,2199,576,893,chair
10442,6,desk,7,0,7402,43,367,369,1126,2197,759,1828,desk
10443,17,bottle,18,1,7402,20,780,1455,863,1659,83,204,bottle
10444,22,glasses,23,0,7402,37,498,1552,677,1636,179,84,eye glasses
10445,5,desk,6,1,7403,37,711,919,1199,1455,488,536,desk
10446,7,bed,8,1,7403,34,2,670,722,1434,720,764,bed
10447,13,chair,14,0,7403,39,782,962,1118,1410,336,448,chair
10448,4,desk,5,1,7404,34,1104,822,1308,957,204,135,desk
10449,11,bed,12,1,7404,62,165,789,1221,1199,1056,410,bed
10450,15,person,16,0,7404,86,1169,655,1488,1195,319,540,person
10451,16,chair,17,1,7404,25,1348,834,1523,1199,175,365,chair
10452,2,bed,3,0,7405,37,0,141,1535,1198,1535,1057,bed
10453,7,bed,8,0,7406,28,155,520,622,1424,467,904,bed
10454,3,television,4,0,7407,17,0,181,198,433,198,252,tv
10455,4,refrigerator,5,0,7407,21,2,402,215,871,213,469,refrigerator
10456,7,bed,8,0,7407,62,615,475,1279,957,664,482,bed
10457,2,window,3,0,7408,15,1574,0,2042,687,468,687,window
10458,6,desk,7,1,7408,36,1212,872,2046,1457,834,585,desk
10459,15,hairbrush,16,0,7408,19,75,225,227,263,152,38,hair brush
10460,49,bed,50,1,7408,41,2,965,1510,1535,1508,570,bed
10461,53,chair,54,0,7408,28,1541,964,2045,1535,504,571,chair
10462,1,bed,2,0,7409,43,2,248,1132,1649,1130,1401,bed
10463,8,suitcase,9,1,7409,26,1435,1098,1991,1329,556,231,suitcase
10464,9,desk,10,1,7409,43,1098,887,1944,1500,846,613,desk
10465,15,chair,16,1,7409,53,1219,922,1547,1526,328,604,chair
10466,8,bed,9,1,7410,35,0,325,347,665,347,340,bed
10467,4,window,5,0,7411,17,0,436,360,1349,360,913,window
10468,9,bed,10,1,7411,30,496,519,2030,1349,1534,830,bed
10469,9,mirror,10,0,7412,21,524,278,573,354,49,76,mirror
